case,fold,dice,iou,precision,recall,tp,fp,fn,tn,n_pred,n_ref,volume_difference,volume_difference_pct
AAA_191,4,0.9414939579649841,0.8894554405706822,0.946843498489264,0.936204526226734,35411,1988,2413,4154492,37399,37824,-425,-1.1236252115059222
AAA_192,0,0.9715894648338971,0.9447486500874591,0.984935579781962,0.958600200632765,24845,380,1073,4168006,25225,25918,-693,-2.673817424183965
AAA_193,4,0.9835604270204206,0.9676526309746312,0.972853029263319,0.994506142892732,151696,4233,838,4037537,155929,152534,3395,2.225733279137766
AAA_194,3,0.9732373440120391,0.9478698298348032,0.967358787141264,0.979187784692372,76313,2575,1622,4113794,78888,77935,953,1.222813883364342
AAA_195,1,0.9833863246570818,0.9673156563877342,0.978042679837893,0.988788681449709,123562,2774,1401,4066567,126336,124963,1373,1.0987252226659092
AAA_196,0,0.9797062310113912,0.9602197531624143,0.98956466576798,0.970042285927492,62397,658,1927,4129322,63055,64324,-1269,-1.9728250730675954
AAA_197,1,0.9665066609136508,0.9351842187663083,0.993993565666651,0.940499040307102,62720,379,3968,4127237,63099,66688,-3589,-5.38177783109405
AAA_198,1,0.9758236548945247,0.952788706317982,0.980073377023469,0.971610628314407,69989,1423,2045,4120847,71412,72034,-622,-0.8634811339089874
AAA_199,0,0.9660688507107463,0.9343647798742138,0.979250158194474,0.953237687036419,37141,787,1822,4154554,37928,38963,-1035,-2.6563662962297565
AAA_200,4,0.9821544320207422,0.9649346255646879,0.980208628148627,0.984107976456261,96974,1958,1566,4093806,98932,98540,392,0.39780799675258777
