case,fold,dice,iou,precision,recall,tp,fp,fn,tn,n_pred,n_ref,volume_difference,volume_difference_pct
AAA_113,2,0.9532368590365506,0.9106519151593202,0.9157444470606703,0.9939303588542221,46670,4294,285,4143055,50964,46955,4009,8.537961878394206
AAA_100,2,0.9660839122223818,0.934392958619069,0.9846908910801927,0.9481670966203473,43738,680,2391,4147495,44418,46129,-1711,-3.7091634329814216
AAA_087,2,0.966254791069179,0.9347127152043144,0.9737979470556456,0.9588275972126177,18025,485,774,4175020,18510,18799,-289,-1.537315814670993
AAA_182,2,0.9686760805677013,0.9392549346677787,0.9589838206074368,0.9785662563359884,27028,1156,592,4165528,28184,27620,564,2.0419985517740766
AAA_070,2,0.9696502057613169,0.9410883674488267,0.9775005026933782,0.9619249955738849,92365,2126,3656,4096157,94491,96021,-1530,-1.5934014434342487
AAA_104,2,0.9701480136262745,0.9420266469964501,0.9795776504710084,0.9608981895132848,40867,852,1663,4150922,41719,42530,-811,-1.9068892546437808
AAA_187,2,0.9704821305456236,0.9426569070238281,0.9715413877786874,0.9694251805820266,60528,1773,1909,4130094,62301,62437,-136,-0.21781956211861556
AAA_022,2,0.9725314057126816,0.9465315155323625,0.9785058607541308,0.9666294642857143,34644,761,1196,4157703,35405,35840,-435,-1.2137276785714286
AAA_085,2,0.9727528673733538,0.9469511634323554,0.980310387508331,0.9653109823554781,51481,1034,1850,4139939,52515,53331,-816,-1.5300669404286438
AAA_154,2,0.9745861014446905,0.9504319210201563,0.9677486910994765,0.9815208156329651,13863,462,261,4179718,14325,14124,201,1.4231096006796942
AAA_117,2,0.9746252902681022,0.9505064646298279,0.9841824770837775,0.9652519339326783,46168,742,1662,4145732,46910,47830,-920,-1.9234789880827932
AAA_163,2,0.9747914244334293,0.9508225425199169,0.9589353368008733,0.991180692104106,119468,5116,1063,4068657,124584,120531,4053,3.362620404709162
AAA_149,2,0.9749151965632011,0.951058091286307,0.9689904455905978,0.980912845312734,45841,1467,892,4146104,47308,46733,575,1.2303939400423682
AAA_135,2,0.9751901330219045,0.9515815220412475,0.9830868628858579,0.9674192545706293,34236,589,1153,4158326,34825,35389,-564,-1.5937155613326175
AAA_019,2,0.9753469076343522,0.9518801191362621,0.9778765821650113,0.97283028739254,81816,1851,2285,4108352,83667,84101,-434,-0.5160461825662002
AAA_095,2,0.9758533562166285,0.9528453392296055,0.9795893950995406,0.9721457066869301,40939,853,1173,4151339,41792,42112,-320,-0.7598784194528876
AAA_026,2,0.9765068818224965,0.9540922791560399,0.9826735300360857,0.9704171470495755,37035,653,1129,4155487,37688,38164,-476,-1.247248716067498
